target,arch,method,n_samples,ece_post_da,ece_post_da_after_ts,post_da_temperature,ece_reduction_pct
XR_SHOULDER,densenet121,vanilla_ft,50,0.2513618567697108,0.060996298468134084,5.744650363922119,75.73366967764849
XR_SHOULDER,densenet121,ft_source_reg,50,0.26562032680528413,0.04889075815360034,5.676708221435547,81.59374369362921
XR_SHOULDER,densenet121,mkmmd,50,0.31516986058406254,0.044479862834801674,7.044397354125977,85.88701890708299
XR_SHOULDER,densenet121,coral,50,0.24531939398120184,0.06484146979943473,6.059534549713135,73.56855128852823
XR_SHOULDER,densenet121,cc_dann,50,0.2601511868024592,0.039923620901565135,5.6127471923828125,84.65368488521239
XR_SHOULDER,densenet121,vanilla_ft,100,0.22038320866190098,0.04878939627330636,3.7916619777679443,77.86156369646284
XR_SHOULDER,densenet121,ft_source_reg,100,0.22135763989883883,0.049208005092918956,3.667766571044922,77.76990886087908
XR_SHOULDER,densenet121,mkmmd,100,0.2529228114743004,0.08738746937384193,6.706538677215576,65.44895699029448
XR_SHOULDER,densenet121,coral,100,0.2608035266081774,0.07473377923135434,6.35069465637207,71.34479728733427
XR_SHOULDER,densenet121,cc_dann,100,0.30724591217921854,0.0817592145071148,8.090527534484863,73.38964937654757
XR_SHOULDER,densenet121,vanilla_ft,200,0.20639398508766404,0.0688006131517739,3.9567220211029053,66.66539815947087
XR_SHOULDER,densenet121,ft_source_reg,200,0.1953135398522575,0.055609813380199054,3.9143640995025635,71.5279271358942
XR_SHOULDER,densenet121,mkmmd,200,0.3011948494885785,0.0771253698672537,7.3274312019348145,74.39352963763798
XR_SHOULDER,densenet121,coral,200,0.2711808143669928,0.05084935809960374,6.903439521789551,81.2489101715033
XR_SHOULDER,densenet121,cc_dann,200,0.32684179224722343,0.045847397714482735,7.715380668640137,85.97260240214209
XR_SHOULDER,densenet121,vanilla_ft,500,0.18861172688367317,0.06423782550632212,2.914623975753784,65.94176482677506
XR_SHOULDER,densenet121,ft_source_reg,500,0.1756056014640293,0.04713349994503582,2.9352283477783203,73.15945530661756
XR_SHOULDER,densenet121,mkmmd,500,0.2944106210823805,0.07496415690037538,6.906277656555176,74.53755009762392
XR_SHOULDER,densenet121,coral,500,0.28764215752244204,0.07442695198855222,7.2627787590026855,74.12515862430723
XR_SHOULDER,densenet121,cc_dann,500,0.37426191526026753,0.07295729296669021,7.97294807434082,80.5063539751421
