arch,anatomy,mean_cam_fracture,mean_cam_normal,centrality_fracture,centrality_normal
resnet50,XR_WRIST,0.13251448919375738,0.08855067690213521,0.8179891352423678,0.8349570669116183
resnet50,XR_ELBOW,0.12418707584341367,0.092531759912769,0.816697258329958,0.7703739554206804
resnet50,XR_HAND,0.087623776247104,0.11514053369561832,0.763546204907141,0.8391952760350444
resnet50,XR_SHOULDER,0.12293171510100365,0.10332614928483963,0.753891406214651,0.8158374900745967
resnet50,XR_FINGER,0.1055166982114315,0.11679956875741482,0.7205383626856926,0.8142431613854884
resnet50,XR_FOREARM,0.09928387155135472,0.12569707880417505,0.7586275803965342,0.7259897439844796
resnet50,XR_HUMERUS,0.10892193143566449,0.1403430476784706,0.8168696655307944,0.8451995318922805
