anatomy,inter_dist,intra_dist,dist_ratio,n_samples
XR_WRIST,0.0,27.485097885131836,0.0,400
XR_ELBOW,9.251747131347656,18.517240524291992,0.49962882505168027,400
XR_HAND,10.325250625610352,18.933006286621094,0.5453571643005825,389
XR_SHOULDER,11.80475902557373,18.19194793701172,0.6489002200290941,400
XR_FINGER,5.3148393630981445,20.66634750366211,0.2571736181047285,400
