arch,anatomy,ece_before,ece_after,ece_reduction_pct,temperature,high_conf_error_rate,auc
swin_t,XR_WRIST,0.09143235786550866,0.03949977287935017,56.79891254969942,2.055063486099243,0.10166919575113809,0.8836049543676663
swin_t,XR_ELBOW,0.15906467565926175,0.07074934167246665,55.52165093900459,2.799656629562378,0.15053763440860216,0.8395837187789086
swin_t,XR_HAND,0.1760489023250082,0.0538719804390617,69.39942270153591,2.9347217082977295,0.19130434782608696,0.7420878970694469
swin_t,XR_SHOULDER,0.40458840777564853,0.1014403483795654,74.92751981272387,9.021241188049316,0.3872113676731794,0.593228575034709
swin_t,XR_FINGER,0.159230462253223,0.07440755734474697,53.270526071564625,2.703035593032837,0.16919739696312364,0.801354572628552
swin_t,XR_FOREARM,0.10458645373087785,0.059353974174423466,43.24888926136335,2.0041356086730957,0.10299003322259136,0.8956070640176601
swin_t,XR_HUMERUS,0.2202371276087231,0.07155321600536507,67.51082944902565,4.264768123626709,0.19444444444444445,0.8156370656370656
