arch,anatomy,ece_before,ece_after,ece_reduction_pct,temperature,high_conf_error_rate,auc
resnet50,XR_WRIST,0.12504684111055364,0.04045109340019398,67.6512472918598,2.4510116577148438,0.12898330804248861,0.8787390575526168
resnet50,XR_ELBOW,0.20577015581951347,0.053695432985982595,73.90514053307113,3.7383008003234863,0.1870967741935484,0.7434690101757633
resnet50,XR_HAND,0.2497949348843616,0.053806200623512275,78.45985121819186,5.186522960662842,0.24565217391304348,0.6558991780393993
resnet50,XR_SHOULDER,0.3003904614101295,0.06826865238999388,77.2733621202488,8.169180870056152,0.28063943161634103,0.542641676132778
resnet50,XR_FINGER,0.28705069661916205,0.05943562643129758,79.29438000627728,6.771818161010742,0.28633405639913234,0.6728026032010292
resnet50,XR_FOREARM,0.17880254825484315,0.07249159967384464,59.45717755066665,3.5123648643493652,0.15614617940199335,0.8211479028697571
resnet50,XR_HUMERUS,0.1795997567888763,0.10290724908312161,42.70189953314275,3.374631881713867,0.17708333333333334,0.8067084942084941
