arch,anatomy,inter_dist,intra_dist,dist_ratio
resnet50,XR_WRIST,0.0,15.756465144308288,0.0
resnet50,XR_ELBOW,4.904397487640381,16.490954107644555,0.29739925614085017
resnet50,XR_HAND,6.0179853439331055,16.169296845574603,0.37218596440440244
resnet50,XR_SHOULDER,6.568038463592529,18.16955838623651,0.36148586115075737
resnet50,XR_FINGER,4.63470458984375,18.495695356022598,0.2505828787793459
resnet50,XR_FOREARM,4.959825038909912,18.321192739185705,0.2707151825107213
resnet50,XR_HUMERUS,6.248828411102295,17.97748557475238,0.3475919021958357
