arch,anatomy,inter_dist,intra_dist,dist_ratio
swin_t,XR_WRIST,0.0,20.09011431258174,0.0
swin_t,XR_ELBOW,6.0705060958862305,19.594462144010585,0.3098072326850636
swin_t,XR_HAND,6.843400001525879,20.649671890174567,0.33140478137417895
swin_t,XR_SHOULDER,10.195012092590332,21.87470833832742,0.466063909527272
swin_t,XR_FINGER,5.016519069671631,22.143106773351054,0.22654991997073545
swin_t,XR_FOREARM,4.561147689819336,24.313909972005757,0.18759416700954107
swin_t,XR_HUMERUS,7.558248996734619,23.56661066380287,0.320718541217152
