arch,anatomy,mean_cam_fracture,mean_cam_normal,centrality_fracture,centrality_normal
densenet121,XR_WRIST,0.3348136842250824,0.24118657658497492,0.8752592309436172,0.8745296101999319
densenet121,XR_ELBOW,0.30791353185971576,0.2610387057065964,0.8648543524604754,0.7732092905433602
densenet121,XR_HAND,0.2837529058257739,0.31603694955507916,0.807847053375205,0.7972858897629019
densenet121,XR_SHOULDER,0.35752449929714203,0.306189589202404,0.8481662202230398,0.7663490693381941
densenet121,XR_FINGER,0.3189750586946805,0.3531157001852989,0.863080641220361,0.8313881437436415
densenet121,XR_FOREARM,0.26294803371032077,0.24229994664589563,0.8276404279592028,0.6955105007829899
densenet121,XR_HUMERUS,0.26510613163312274,0.30038133760293323,0.7651530037244286,0.8458615382666191
