target,arch,method,n_samples,ece_post_da,ece_post_da_after_ts,post_da_temperature,ece_reduction_pct
XR_HAND,resnet50,vanilla_ft,50,0.32061580199262374,0.04074275208556133,5.620362758636475,87.2923443472388
XR_HAND,resnet50,ft_source_reg,50,0.2956955495087996,0.04384746512641079,5.220520973205566,85.17141526166057
XR_HAND,resnet50,mkmmd,50,0.27601042532402537,0.05847182558930438,5.703374862670898,78.8153561516161
XR_HAND,resnet50,coral,50,0.3018111383137496,0.056268403970676936,6.325020790100098,81.35641902248723
XR_HAND,resnet50,cc_dann,50,0.24984058465646664,0.030980101486910945,5.088222026824951,87.60005243763382
XR_HAND,resnet50,vanilla_ft,100,0.2578901636859645,0.058339770462202,4.720268249511719,77.37805520444628
XR_HAND,resnet50,ft_source_reg,100,0.28559816440810326,0.058308689879334484,5.4774580001831055,79.58366084033554
XR_HAND,resnet50,mkmmd,100,0.2729030016971671,0.04531490556571794,5.250157833099365,83.39523373363161
XR_HAND,resnet50,coral,100,0.2319980043431987,0.07566897648832073,5.116397857666016,67.38378129478117
XR_HAND,resnet50,cc_dann,100,0.2882991202499556,0.05369866244170977,6.376631259918213,81.37397630795648
XR_HAND,resnet50,vanilla_ft,200,0.244677745907203,0.057294917495354376,4.238345146179199,76.5835191578542
XR_HAND,resnet50,ft_source_reg,200,0.2166166668352873,0.048533034583796604,4.135332107543945,77.59496750972512
XR_HAND,resnet50,mkmmd,200,0.2632766914108525,0.06421877443790436,5.850554466247559,75.6078769853239
XR_HAND,resnet50,coral,200,0.23971107006073,0.06345652277054993,4.571195602416992,73.52791310202177
XR_HAND,resnet50,cc_dann,200,0.2504106616196425,0.057274454054625126,5.723881721496582,77.12778933445682
XR_HAND,resnet50,vanilla_ft,500,0.17929329237212305,0.060164179231809535,3.208618640899658,66.44370883271036
XR_HAND,resnet50,ft_source_reg,500,0.18799597970817403,0.04613094848135243,3.385113000869751,75.46173670683731
XR_HAND,resnet50,mkmmd,500,0.29181220583293754,0.06212448970131251,6.771758079528809,78.71079808879593
XR_HAND,resnet50,coral,500,0.24880336911781975,0.06276233999625495,5.185303211212158,74.77432069397175
XR_HAND,resnet50,cc_dann,500,0.30614276619061176,0.07023638758970345,6.607084274291992,77.05763606187166
