target,arch,method,n_samples,run,auc,sensitivity,specificity,auc_std
XR_HAND,resnet50,zero-shot,0,0,0.6559089400417812,0.291005291005291,0.9040590405904059,
XR_HAND,resnet50,vanilla_ft,50,avg,0.673981660451525,0.27336860670194,0.9249692496924968,0.025088270574601997
XR_HAND,resnet50,ft_source_reg,50,avg,0.6848662931073756,0.30158730158730157,0.9200492004920049,0.00974340214788997
XR_HAND,resnet50,mkmmd,50,avg,0.6417637985903668,0.35802469135802467,0.8622386223862238,0.014859911861369052
XR_HAND,resnet50,coral,50,avg,0.6343251527753373,0.3509700176366843,0.8351783517835178,0.02108265431918791
XR_HAND,resnet50,cc_dann,50,avg,0.6548774217900909,0.400352733686067,0.8191881918819188,0.013700886780536228
XR_HAND,resnet50,vanilla_ft,100,avg,0.6748146846547831,0.2222222222222222,0.9507995079950801,0.03517729608058041
XR_HAND,resnet50,ft_source_reg,100,avg,0.6545975777218089,0.20282186948853612,0.9520295202952029,0.02438696474627703
XR_HAND,resnet50,mkmmd,100,avg,0.6435567530278478,0.32451499118165783,0.8696186961869619,0.015560509992439998
XR_HAND,resnet50,coral,100,avg,0.6652381603181111,0.37213403880070545,0.8646986469864698,0.0061488958036127256
XR_HAND,resnet50,cc_dann,100,avg,0.6529477993192631,0.43915343915343913,0.7810578105781057,0.021306084508360898
XR_HAND,resnet50,vanilla_ft,200,avg,0.7093168550733125,0.3403880070546737,0.9163591635916358,0.031589897024940944
XR_HAND,resnet50,ft_source_reg,200,avg,0.6920836668684146,0.39153439153439146,0.8892988929889297,0.01499053359831679
XR_HAND,resnet50,mkmmd,200,avg,0.675234450757206,0.4021164021164021,0.8413284132841327,0.016587313652099926
XR_HAND,resnet50,coral,200,avg,0.6792238557306208,0.43915343915343913,0.8142681426814269,0.012227557359027575
XR_HAND,resnet50,cc_dann,200,avg,0.670590991624202,0.3950617283950617,0.8450184501845018,0.01641289034199886
XR_HAND,resnet50,vanilla_ft,500,avg,0.7471608843072558,0.45502645502645506,0.8966789667896679,0.008435037905165418
XR_HAND,resnet50,ft_source_reg,500,avg,0.7398881925327191,0.4673721340388007,0.8720787207872078,0.008339917066480141
XR_HAND,resnet50,mkmmd,500,avg,0.6608647832510071,0.3544973544973545,0.862238622386224,0.016412652930800162
XR_HAND,resnet50,coral,500,avg,0.6819539623967668,0.4444444444444444,0.8277982779827798,0.013841516521538812
XR_HAND,resnet50,cc_dann,500,avg,0.6645613281529641,0.5255731922398589,0.7121771217712177,0.008255200564874967
