target,arch,method,n_samples,ece_post_da,ece_post_da_after_ts,post_da_temperature,ece_reduction_pct
XR_ELBOW,densenet121,vanilla_ft,50,0.14401151659668132,0.04935627252824844,2.934300422668457,65.72755173013307
XR_ELBOW,densenet121,ft_source_reg,50,0.1567367378101554,0.06430377588477187,2.9861106872558594,58.97338633992837
XR_ELBOW,densenet121,mkmmd,50,0.1587146605214765,0.05698594200995663,2.8587801456451416,64.09535084993263
XR_ELBOW,densenet121,coral,50,0.11349002353606685,0.045417297527354246,2.2471930980682373,59.981242304597174
XR_ELBOW,densenet121,cc_dann,50,0.15381607586337676,0.048421154355490104,2.5804479122161865,68.52009513069429
XR_ELBOW,densenet121,vanilla_ft,100,0.17529654220868185,0.0632888449135647,2.745432138442993,63.89612475172358
XR_ELBOW,densenet121,ft_source_reg,100,0.1436948571153866,0.058627734389356395,2.510108232498169,59.19983806916731
XR_ELBOW,densenet121,mkmmd,100,0.19578598763353078,0.059005185481040695,3.170596122741699,69.86240629667242
XR_ELBOW,densenet121,coral,100,0.13907394511725313,0.045010068980596396,2.565439224243164,67.63587245429153
XR_ELBOW,densenet121,cc_dann,100,0.2256370032987287,0.07217045535323441,3.8581998348236084,68.01479620003398
XR_ELBOW,densenet121,vanilla_ft,200,0.13796936376120456,0.046753029669484775,2.3516368865966797,66.11347012485737
XR_ELBOW,densenet121,ft_source_reg,200,0.16457726314503657,0.06325762323153918,2.9036147594451904,61.563570797873645
XR_ELBOW,densenet121,mkmmd,200,0.1867617758371497,0.053291690093214786,3.3725638389587402,71.46541905893879
XR_ELBOW,densenet121,coral,200,0.17011981164255446,0.0535984202097821,2.677657127380371,68.49372234058201
XR_ELBOW,densenet121,cc_dann,200,0.25364888073295677,0.07514943730446602,4.812811374664307,70.37265171945157
XR_ELBOW,densenet121,vanilla_ft,500,0.12269166631083332,0.05644171814764699,2.2958881855010986,53.99710522746128
XR_ELBOW,densenet121,ft_source_reg,500,0.14491015134319185,0.04714242014833676,2.520287036895752,67.46782767710387
XR_ELBOW,densenet121,mkmmd,500,0.19685558490855717,0.0352940051786361,3.677985906600952,82.07111817781
XR_ELBOW,densenet121,coral,500,0.16214732572596557,0.06931778359156782,2.766948938369751,57.25012220755512
XR_ELBOW,densenet121,cc_dann,500,0.16788892284516366,0.041398542286247335,3.3161821365356445,75.34170713309814
