target,arch,method,n_samples,run,auc,sensitivity,specificity,auc_std
XR_HAND,swin_t,zero-shot,0,0,0.7421074210742107,0.4603174603174603,0.9261992619926199,
XR_HAND,swin_t,vanilla_ft,50,avg,0.6994474706651829,0.31216931216931215,0.9249692496924969,0.027000372721120873
XR_HAND,swin_t,ft_source_reg,50,avg,0.6838575528612428,0.26631393298059963,0.9434194341943419,0.027519730543702832
XR_HAND,swin_t,mkmmd,50,avg,0.7206440318371438,0.3474426807760141,0.9434194341943419,0.011310888973306685
XR_HAND,swin_t,coral,50,avg,0.7271064774139805,0.31216931216931215,0.955719557195572,0.004202836487688561
XR_HAND,swin_t,cc_dann,50,avg,0.6532601833954848,0.8853615520282188,0.2742927429274293,0.049830591188646293
XR_HAND,swin_t,vanilla_ft,100,avg,0.678507975555946,0.32451499118165783,0.8954489544895449,0.01704520720892084
XR_HAND,swin_t,ft_source_reg,100,avg,0.67851122955674,0.29982363315696653,0.9114391143911439,0.004864066193554863
XR_HAND,swin_t,mkmmd,100,avg,0.7127953819220733,0.43915343915343913,0.8314883148831488,0.0102110306412405
XR_HAND,swin_t,coral,100,avg,0.7252159029526802,0.25573192239858905,0.97539975399754,0.004310763880345707
XR_HAND,swin_t,cc_dann,100,avg,0.6357276271175408,0.6560846560846562,0.3628536285362854,0.06295414159700771
XR_HAND,swin_t,vanilla_ft,200,avg,0.7146664323786095,0.3844797178130512,0.902829028290283,0.01118931881377532
XR_HAND,swin_t,ft_source_reg,200,avg,0.7096943191654139,0.4197530864197531,0.870848708487085,0.013917667620037903
XR_HAND,swin_t,mkmmd,200,avg,0.7163845447978291,0.47795414462081126,0.8437884378843789,0.018020159300138578
XR_HAND,swin_t,coral,200,avg,0.7338910690694208,0.4338624338624338,0.9114391143911439,0.009654050587174962
XR_HAND,swin_t,cc_dann,200,avg,0.6227051159400482,0.04938271604938271,0.990159901599016,0.03037540947997502
XR_HAND,swin_t,vanilla_ft,500,avg,0.7174453490566651,0.46208112874779544,0.8511685116851169,0.022357912916343144
XR_HAND,swin_t,ft_source_reg,500,avg,0.7159615246946122,0.4532627865961199,0.8659286592865928,0.01391468193196426
XR_HAND,swin_t,mkmmd,500,avg,0.7085912128962558,0.5185185185185185,0.8142681426814269,0.020045477918916667
XR_HAND,swin_t,coral,500,avg,0.7310828663842194,0.43738977072310403,0.8745387453874538,0.02531533148580469
XR_HAND,swin_t,cc_dann,500,avg,0.6298801876907657,0.6296296296296297,0.5030750307503076,0.06969577314398878
